timestamp,start_time,datetime,fundingRate
2021-01-04 01:00:00,1609722000000,2021-01-04 01:00:00,0.15765373
2021-01-04 02:00:00,1609725600000,2021-01-04 02:00:00,0.1448379
2021-01-04 03:00:00,1609729200000,2021-01-04 03:00:00,0.13429663
2021-01-04 04:00:00,1609732800000,2021-01-04 04:00:00,0.1325166
2021-01-04 05:00:00,1609736400000,2021-01-04 05:00:00,0.13744938
2021-01-04 06:00:00,1609740000000,2021-01-04 06:00:00,0.17575613
2021-01-04 07:00:00,1609743600000,2021-01-04 07:00:00,0.2301167
2021-01-04 08:00:00,1609747200000,2021-01-04 08:00:00,0.23233147
2021-01-04 09:00:00,1609750800000,2021-01-04 09:00:00,0.2456323
2021-01-04 10:00:00,1609754400000,2021-01-04 10:00:00,0.2728409
2021-01-04 11:00:00,1609758000000,2021-01-04 11:00:00,0.23499922
2021-01-04 12:00:00,1609761600000,2021-01-04 12:00:00,0.19556328
2021-01-04 13:00:00,1609765200000,2021-01-04 13:00:00,0.14899573
2021-01-04 14:00:00,1609768800000,2021-01-04 14:00:00,0.11377725
2021-01-04 15:00:00,1609772400000,2021-01-04 15:00:00,0.072944
2021-01-04 16:00:00,1609776000000,2021-01-04 16:00:00,0.04686812
2021-01-04 17:00:00,1609779600000,2021-01-04 17:00:00,0.03925467
2021-01-04 18:00:00,1609783200000,2021-01-04 18:00:00,0.04511037
2021-01-04 19:00:00,1609786800000,2021-01-04 19:00:00,0.05246217
2021-01-04 20:00:00,1609790400000,2021-01-04 20:00:00,0.05585883
2021-01-04 21:00:00,1609794000000,2021-01-04 21:00:00,0.05964217
2021-01-04 22:00:00,1609797600000,2021-01-04 22:00:00,0.06875213
2021-01-04 23:00:00,1609801200000,2021-01-04 23:00:00,0.08071077
2021-01-05 00:00:00,1609804800000,2021-01-05 00:00:00,0.0990861
2021-01-05 01:00:00,1609808400000,2021-01-05 01:00:00,0.11078783
2021-01-05 02:00:00,1609812000000,2021-01-05 02:00:00,0.1152402
2021-01-05 03:00:00,1609815600000,2021-01-05 03:00:00,0.11445487
2021-01-05 04:00:00,1609819200000,2021-01-05 04:00:00,0.10475325
2021-01-05 05:00:00,1609822800000,2021-01-05 05:00:00,0.08900827
2021-01-05 06:00:00,1609826400000,2021-01-05 06:00:00,0.07061983
2021-01-05 07:00:00,1609830000000,2021-01-05 07:00:00,0.05331902
2021-01-05 08:00:00,1609833600000,2021-01-05 08:00:00,0.04436995
2021-01-05 09:00:00,1609837200000,2021-01-05 09:00:00,0.03785988
2021-01-05 10:00:00,1609840800000,2021-01-05 10:00:00,0.03662583
2021-01-05 11:00:00,1609844400000,2021-01-05 11:00:00,0.03802073
2021-01-05 12:00:00,1609848000000,2021-01-05 12:00:00,0.04583043
2021-01-05 13:00:00,1609851600000,2021-01-05 13:00:00,0.05008712
2021-01-05 14:00:00,1609855200000,2021-01-05 14:00:00,0.05057407
2021-01-05 15:00:00,1609858800000,2021-01-05 15:00:00,0.06015468
2021-01-05 16:00:00,1609862400000,2021-01-05 16:00:00,0.06562197
2021-01-05 17:00:00,1609866000000,2021-01-05 17:00:00,0.066823
2021-01-05 18:00:00,1609869600000,2021-01-05 18:00:00,0.07371755
2021-01-05 19:00:00,1609873200000,2021-01-05 19:00:00,0.07873238
2021-01-05 20:00:00,1609876800000,2021-01-05 20:00:00,0.0862401
2021-01-05 21:00:00,1609880400000,2021-01-05 21:00:00,0.08747998
2021-01-05 22:00:00,1609884000000,2021-01-05 22:00:00,0.10356642
2021-01-05 23:00:00,1609887600000,2021-01-05 23:00:00,0.12804938
2021-01-06 00:00:00,1609891200000,2021-01-06 00:00:00,0.1280863
2021-01-06 01:00:00,1609894800000,2021-01-06 01:00:00,0.12713647
2021-01-06 02:00:00,1609898400000,2021-01-06 02:00:00,0.1218509
2021-01-06 03:00:00,1609902000000,2021-01-06 03:00:00,0.1112046
2021-01-06 04:00:00,1609905600000,2021-01-06 04:00:00,0.12150715
2021-01-06 05:00:00,1609909200000,2021-01-06 05:00:00,0.17197845
2021-01-06 06:00:00,1609912800000,2021-01-06 06:00:00,0.19504272
2021-01-06 07:00:00,1609916400000,2021-01-06 07:00:00,0.2114266
2021-01-06 08:00:00,1609920000000,2021-01-06 08:00:00,0.20874808
2021-01-06 09:00:00,1609923600000,2021-01-06 09:00:00,0.20110168
2021-01-06 10:00:00,1609927200000,2021-01-06 10:00:00,0.19208313
2021-01-06 11:00:00,1609930800000,2021-01-06 11:00:00,0.18700785
2021-01-06 12:00:00,1609934400000,2021-01-06 12:00:00,0.18877215
2021-01-06 13:00:00,1609938000000,2021-01-06 13:00:00,0.18586182
2021-01-06 14:00:00,1609941600000,2021-01-06 14:00:00,0.17656
2021-01-06 15:00:00,1609945200000,2021-01-06 15:00:00,0.15805778
2021-01-06 16:00:00,1609948800000,2021-01-06 16:00:00,0.14292202
2021-01-06 17:00:00,1609952400000,2021-01-06 17:00:00,0.12294983
2021-01-06 18:00:00,1609956000000,2021-01-06 18:00:00,0.10991027
2021-01-06 19:00:00,1609959600000,2021-01-06 19:00:00,0.09529937
2021-01-06 20:00:00,1609963200000,2021-01-06 20:00:00,0.07865412
2021-01-06 21:00:00,1609966800000,2021-01-06 21:00:00,0.09728453
2021-01-06 22:00:00,1609970400000,2021-01-06 22:00:00,0.10094602
2021-01-06 23:00:00,1609974000000,2021-01-06 23:00:00,0.09923287
2021-01-07 00:00:00,1609977600000,2021-01-07 00:00:00,0.10759313
2021-01-07 01:00:00,1609981200000,2021-01-07 01:00:00,0.12399603
2021-01-07 02:00:00,1609984800000,2021-01-07 02:00:00,0.14189282
2021-01-07 03:00:00,1609988400000,2021-01-07 03:00:00,0.1501027
2021-01-07 04:00:00,1609992000000,2021-01-07 04:00:00,0.16681748
2021-01-07 05:00:00,1609995600000,2021-01-07 05:00:00,0.17723148
2021-01-07 06:00:00,1609999200000,2021-01-07 06:00:00,0.17088767
2021-01-07 07:00:00,1610002800000,2021-01-07 07:00:00,0.15257633
2021-01-07 08:00:00,1610006400000,2021-01-07 08:00:00,0.13444007
2021-01-07 09:00:00,1610010000000,2021-01-07 09:00:00,0.12488643
2021-01-07 10:00:00,1610013600000,2021-01-07 10:00:00,0.1139079
2021-01-07 11:00:00,1610017200000,2021-01-07 11:00:00,0.10879728
2021-01-07 12:00:00,1610020800000,2021-01-07 12:00:00,0.11200428
2021-01-07 13:00:00,1610024400000,2021-01-07 13:00:00,0.10653937
2021-01-07 14:00:00,1610028000000,2021-01-07 14:00:00,0.10394243
2021-01-07 15:00:00,1610031600000,2021-01-07 15:00:00,0.09617987
2021-01-07 16:00:00,1610035200000,2021-01-07 16:00:00,0.10261502
2021-01-07 17:00:00,1610038800000,2021-01-07 17:00:00,0.10522707
2021-01-07 18:00:00,1610042400000,2021-01-07 18:00:00,0.13163302
2021-01-07 19:00:00,1610046000000,2021-01-07 19:00:00,0.16722767
2021-01-07 20:00:00,1610049600000,2021-01-07 20:00:00,0.17977162
2021-01-07 21:00:00,1610053200000,2021-01-07 21:00:00,0.19833223
2021-01-07 22:00:00,1610056800000,2021-01-07 22:00:00,0.21222193
2021-01-07 23:00:00,1610060400000,2021-01-07 23:00:00,0.2140613
2021-01-08 00:00:00,1610064000000,2021-01-08 00:00:00,0.21208648
2021-01-08 01:00:00,1610067600000,2021-01-08 01:00:00,0.20373378
2021-01-08 02:00:00,1610071200000,2021-01-08 02:00:00,0.17785363
2021-01-08 03:00:00,1610074800000,2021-01-08 03:00:00,0.1520877
2021-01-08 04:00:00,1610078400000,2021-01-08 04:00:00,0.12690828
2021-01-08 05:00:00,1610082000000,2021-01-08 05:00:00,0.1083298
2021-01-08 06:00:00,1610085600000,2021-01-08 06:00:00,0.09852858
2021-01-08 07:00:00,1610089200000,2021-01-08 07:00:00,0.09212608
2021-01-08 08:00:00,1610092800000,2021-01-08 08:00:00,0.0902866
2021-01-08 09:00:00,1610096400000,2021-01-08 09:00:00,0.08698457
2021-01-08 10:00:00,1610100000000,2021-01-08 10:00:00,0.09140413
2021-01-08 11:00:00,1610103600000,2021-01-08 11:00:00,0.11488143
2021-01-08 12:00:00,1610107200000,2021-01-08 12:00:00,0.13320382
2021-01-08 13:00:00,1610110800000,2021-01-08 13:00:00,0.13803485
2021-01-08 14:00:00,1610114400000,2021-01-08 14:00:00,0.13776287
2021-01-08 15:00:00,1610118000000,2021-01-08 15:00:00,0.14200787
2021-01-08 16:00:00,1610121600000,2021-01-08 16:00:00,0.1244797
2021-01-08 17:00:00,1610125200000,2021-01-08 17:00:00,0.11372815
2021-01-08 18:00:00,1610128800000,2021-01-08 18:00:00,0.10631643
2021-01-08 19:00:00,1610132400000,2021-01-08 19:00:00,0.10103233
2021-01-08 20:00:00,1610136000000,2021-01-08 20:00:00,0.09244275
2021-01-08 21:00:00,1610139600000,2021-01-08 21:00:00,0.07835748
2021-01-08 22:00:00,1610143200000,2021-01-08 22:00:00,0.06883817
2021-01-08 23:00:00,1610146800000,2021-01-08 23:00:00,0.06492277
2021-01-09 00:00:00,1610150400000,2021-01-09 00:00:00,0.0639857
2021-01-09 01:00:00,1610154000000,2021-01-09 01:00:00,0.07085587
2021-01-09 02:00:00,1610157600000,2021-01-09 02:00:00,0.07759253
2021-01-09 03:00:00,1610161200000,2021-01-09 03:00:00,0.0816644
2021-01-09 04:00:00,1610164800000,2021-01-09 04:00:00,0.08817457
2021-01-09 05:00:00,1610168400000,2021-01-09 05:00:00,0.08964895
2021-01-09 06:00:00,1610172000000,2021-01-09 06:00:00,0.08017555
2021-01-09 07:00:00,1610175600000,2021-01-09 07:00:00,0.07098045
2021-01-09 08:00:00,1610179200000,2021-01-09 08:00:00,0.06551563
2021-01-09 09:00:00,1610182800000,2021-01-09 09:00:00,0.06656935
2021-01-09 10:00:00,1610186400000,2021-01-09 10:00:00,0.07703042
2021-01-09 11:00:00,1610190000000,2021-01-09 11:00:00,0.08964488
2021-01-09 12:00:00,1610193600000,2021-01-09 12:00:00,0.10496632
2021-01-09 13:00:00,1610197200000,2021-01-09 13:00:00,0.11980935
2021-01-09 14:00:00,1610200800000,2021-01-09 14:00:00,0.13964358
2021-01-09 15:00:00,1610204400000,2021-01-09 15:00:00,0.1494715
2021-01-09 16:00:00,1610208000000,2021-01-09 16:00:00,0.15727935
2021-01-09 17:00:00,1610211600000,2021-01-09 17:00:00,0.16322743
2021-01-09 18:00:00,1610215200000,2021-01-09 18:00:00,0.15686692
2021-01-09 19:00:00,1610218800000,2021-01-09 19:00:00,0.15610997
2021-01-09 20:00:00,1610222400000,2021-01-09 20:00:00,0.1565785
2021-01-09 21:00:00,1610226000000,2021-01-09 21:00:00,0.1566089
2021-01-09 22:00:00,1610229600000,2021-01-09 22:00:00,0.16705565
2021-01-09 23:00:00,1610233200000,2021-01-09 23:00:00,0.15501168
2021-01-10 00:00:00,1610236800000,2021-01-10 00:00:00,0.14090663
2021-01-10 01:00:00,1610240400000,2021-01-10 01:00:00,0.14858757
2021-01-10 02:00:00,1610244000000,2021-01-10 02:00:00,0.17299168
2021-01-10 03:00:00,1610247600000,2021-01-10 03:00:00,0.18584558
2021-01-10 04:00:00,1610251200000,2021-01-10 04:00:00,0.17048832
2021-01-10 05:00:00,1610254800000,2021-01-10 05:00:00,0.1510081
2021-01-10 06:00:00,1610258400000,2021-01-10 06:00:00,0.13881073
2021-01-10 07:00:00,1610262000000,2021-01-10 07:00:00,0.12569497
2021-01-10 08:00:00,1610265600000,2021-01-10 08:00:00,0.12438682
2021-01-10 09:00:00,1610269200000,2021-01-10 09:00:00,0.13013493
2021-01-10 10:00:00,1610272800000,2021-01-10 10:00:00,0.1356796
2021-01-10 11:00:00,1610276400000,2021-01-10 11:00:00,0.12424812
2021-01-10 12:00:00,1610280000000,2021-01-10 12:00:00,0.105753
2021-01-10 13:00:00,1610283600000,2021-01-10 13:00:00,0.08030207
2021-01-10 14:00:00,1610287200000,2021-01-10 14:00:00,0.0643627
2021-01-10 15:00:00,1610290800000,2021-01-10 15:00:00,0.05615727
2021-01-10 16:00:00,1610294400000,2021-01-10 16:00:00,0.05501657
2021-01-10 17:00:00,1610298000000,2021-01-10 17:00:00,0.05709008
2021-01-10 18:00:00,1610301600000,2021-01-10 18:00:00,0.0596054
2021-01-10 19:00:00,1610305200000,2021-01-10 19:00:00,0.07319353
2021-01-10 20:00:00,1610308800000,2021-01-10 20:00:00,0.09229345
2021-01-10 21:00:00,1610312400000,2021-01-10 21:00:00,0.10066193
2021-01-10 22:00:00,1610316000000,2021-01-10 22:00:00,0.09316018
2021-01-10 23:00:00,1610319600000,2021-01-10 23:00:00,0.08817812
2021-01-11 00:00:00,1610323200000,2021-01-11 00:00:00,0.0865992
2021-01-11 01:00:00,1610326800000,2021-01-11 01:00:00,0.09126422
2021-01-11 02:00:00,1610330400000,2021-01-11 02:00:00,0.09271295
2021-01-11 03:00:00,1610334000000,2021-01-11 03:00:00,0.09169372
2021-01-11 04:00:00,1610337600000,2021-01-11 04:00:00,0.07699547
2021-01-11 05:00:00,1610341200000,2021-01-11 05:00:00,0.06239458
2021-01-11 06:00:00,1610344800000,2021-01-11 06:00:00,0.05558632
2021-01-11 07:00:00,1610348400000,2021-01-11 07:00:00,0.07511168
2021-01-11 08:00:00,1610352000000,2021-01-11 08:00:00,0.085409
2021-01-11 09:00:00,1610355600000,2021-01-11 09:00:00,0.08562627
2021-01-11 10:00:00,1610359200000,2021-01-11 10:00:00,0.08262212
2021-01-11 11:00:00,1610362800000,2021-01-11 11:00:00,0.07514508
2021-01-11 12:00:00,1610366400000,2021-01-11 12:00:00,0.07113113
2021-01-11 13:00:00,1610370000000,2021-01-11 13:00:00,0.0636961
2021-01-11 14:00:00,1610373600000,2021-01-11 14:00:00,0.05960142
2021-01-11 15:00:00,1610377200000,2021-01-11 15:00:00,0.05409455
2021-01-11 16:00:00,1610380800000,2021-01-11 16:00:00,0.05934972
2021-01-11 17:00:00,1610384400000,2021-01-11 17:00:00,0.07806562
2021-01-11 18:00:00,1610388000000,2021-01-11 18:00:00,0.06841085
2021-01-11 19:00:00,1610391600000,2021-01-11 19:00:00,0.06001805
2021-01-11 20:00:00,1610395200000,2021-01-11 20:00:00,0.05114373
2021-01-11 21:00:00,1610398800000,2021-01-11 21:00:00,0.05173048
2021-01-11 22:00:00,1610402400000,2021-01-11 22:00:00,0.05032672
2021-01-11 23:00:00,1610406000000,2021-01-11 23:00:00,0.04168443
2021-01-12 00:00:00,1610409600000,2021-01-12 00:00:00,0.02819633
2021-01-12 01:00:00,1610413200000,2021-01-12 01:00:00,0.02721623
2021-01-12 02:00:00,1610416800000,2021-01-12 02:00:00,0.03034903
2021-01-12 03:00:00,1610420400000,2021-01-12 03:00:00,0.03014652
2021-01-12 04:00:00,1610424000000,2021-01-12 04:00:00,0.03088348
2021-01-12 05:00:00,1610427600000,2021-01-12 05:00:00,0.03704153
2021-01-12 06:00:00,1610431200000,2021-01-12 06:00:00,0.04348948
2021-01-12 07:00:00,1610434800000,2021-01-12 07:00:00,0.04701525
2021-01-12 08:00:00,1610438400000,2021-01-12 08:00:00,0.05179738
2021-01-12 09:00:00,1610442000000,2021-01-12 09:00:00,0.05566262
2021-01-12 10:00:00,1610445600000,2021-01-12 10:00:00,0.0600253
2021-01-12 11:00:00,1610449200000,2021-01-12 11:00:00,0.05959198
2021-01-12 12:00:00,1610452800000,2021-01-12 12:00:00,0.05977432
2021-01-12 13:00:00,1610456400000,2021-01-12 13:00:00,0.05836143
2021-01-12 14:00:00,1610460000000,2021-01-12 14:00:00,0.06284858
2021-01-12 15:00:00,1610463600000,2021-01-12 15:00:00,0.05867093
2021-01-12 16:00:00,1610467200000,2021-01-12 16:00:00,0.0517639
2021-01-12 17:00:00,1610470800000,2021-01-12 17:00:00,0.046003
2021-01-12 18:00:00,1610474400000,2021-01-12 18:00:00,0.04696105
2021-01-12 19:00:00,1610478000000,2021-01-12 19:00:00,0.05056865
2021-01-12 20:00:00,1610481600000,2021-01-12 20:00:00,0.05075818
2021-01-12 21:00:00,1610485200000,2021-01-12 21:00:00,0.0402704
2021-01-12 22:00:00,1610488800000,2021-01-12 22:00:00,0.0317966
2021-01-12 23:00:00,1610492400000,2021-01-12 23:00:00,0.0208321
2021-01-13 00:00:00,1610496000000,2021-01-13 00:00:00,0.01237083
2021-01-13 01:00:00,1610499600000,2021-01-13 01:00:00,0.01
2021-01-13 02:00:00,1610503200000,2021-01-13 02:00:00,0.01
2021-01-13 03:00:00,1610506800000,2021-01-13 03:00:00,0.01
2021-01-13 04:00:00,1610510400000,2021-01-13 04:00:00,0.0101235
2021-01-13 05:00:00,1610514000000,2021-01-13 05:00:00,0.01327227
2021-01-13 06:00:00,1610517600000,2021-01-13 06:00:00,0.01647768
2021-01-13 07:00:00,1610521200000,2021-01-13 07:00:00,0.0195623
2021-01-13 08:00:00,1610524800000,2021-01-13 08:00:00,0.03006328
2021-01-13 09:00:00,1610528400000,2021-01-13 09:00:00,0.04290345
2021-01-13 10:00:00,1610532000000,2021-01-13 10:00:00,0.05049372
2021-01-13 11:00:00,1610535600000,2021-01-13 11:00:00,0.05759132
2021-01-13 12:00:00,1610539200000,2021-01-13 12:00:00,0.06139487
2021-01-13 13:00:00,1610542800000,2021-01-13 13:00:00,0.06767432
2021-01-13 14:00:00,1610546400000,2021-01-13 14:00:00,0.07404713
2021-01-13 15:00:00,1610550000000,2021-01-13 15:00:00,0.07336405
2021-01-13 16:00:00,1610553600000,2021-01-13 16:00:00,0.07148357
2021-01-13 17:00:00,1610557200000,2021-01-13 17:00:00,0.07278305
2021-01-13 18:00:00,1610560800000,2021-01-13 18:00:00,0.0771626
2021-01-13 19:00:00,1610564400000,2021-01-13 19:00:00,0.08376135
2021-01-13 20:00:00,1610568000000,2021-01-13 20:00:00,0.08155085
2021-01-13 21:00:00,1610571600000,2021-01-13 21:00:00,0.08209888
2021-01-13 22:00:00,1610575200000,2021-01-13 22:00:00,0.08701128
2021-01-13 23:00:00,1610578800000,2021-01-13 23:00:00,0.08267703
2021-01-14 00:00:00,1610582400000,2021-01-14 00:00:00,0.08018597
2021-01-14 01:00:00,1610586000000,2021-01-14 01:00:00,0.08259203
2021-01-14 02:00:00,1610589600000,2021-01-14 02:00:00,0.0899477
2021-01-14 03:00:00,1610593200000,2021-01-14 03:00:00,0.09877183
2021-01-14 04:00:00,1610596800000,2021-01-14 04:00:00,0.1003236
2021-01-14 05:00:00,1610600400000,2021-01-14 05:00:00,0.09534035
2021-01-14 06:00:00,1610604000000,2021-01-14 06:00:00,0.08562065
2021-01-14 07:00:00,1610607600000,2021-01-14 07:00:00,0.07769395
2021-01-14 08:00:00,1610611200000,2021-01-14 08:00:00,0.0714786
2021-01-14 09:00:00,1610614800000,2021-01-14 09:00:00,0.06814843
2021-01-14 10:00:00,1610618400000,2021-01-14 10:00:00,0.08057793
2021-01-14 11:00:00,1610622000000,2021-01-14 11:00:00,0.09215005
2021-01-14 12:00:00,1610625600000,2021-01-14 12:00:00,0.0925951
2021-01-14 13:00:00,1610629200000,2021-01-14 13:00:00,0.09953752
2021-01-14 14:00:00,1610632800000,2021-01-14 14:00:00,0.0979335
2021-01-14 15:00:00,1610636400000,2021-01-14 15:00:00,0.07690805
2021-01-14 16:00:00,1610640000000,2021-01-14 16:00:00,0.0603224
2021-01-14 17:00:00,1610643600000,2021-01-14 17:00:00,0.04523957
2021-01-14 18:00:00,1610647200000,2021-01-14 18:00:00,0.03824793
2021-01-14 19:00:00,1610650800000,2021-01-14 19:00:00,0.03844317
2021-01-14 20:00:00,1610654400000,2021-01-14 20:00:00,0.0377346
2021-01-14 21:00:00,1610658000000,2021-01-14 21:00:00,0.03920448
2021-01-14 22:00:00,1610661600000,2021-01-14 22:00:00,0.05055465
2021-01-14 23:00:00,1610665200000,2021-01-14 23:00:00,0.05737272
2021-01-15 00:00:00,1610668800000,2021-01-15 00:00:00,0.05587302
2021-01-15 01:00:00,1610672400000,2021-01-15 01:00:00,0.05804927
2021-01-15 02:00:00,1610676000000,2021-01-15 02:00:00,0.06133918
2021-01-15 03:00:00,1610679600000,2021-01-15 03:00:00,0.06180452
2021-01-15 04:00:00,1610683200000,2021-01-15 04:00:00,0.0652733
2021-01-15 05:00:00,1610686800000,2021-01-15 05:00:00,0.06460943
2021-01-15 06:00:00,1610690400000,2021-01-15 06:00:00,0.06582382
2021-01-15 07:00:00,1610694000000,2021-01-15 07:00:00,0.06644678
2021-01-15 08:00:00,1610697600000,2021-01-15 08:00:00,0.06664925
2021-01-15 09:00:00,1610701200000,2021-01-15 09:00:00,0.07308987
2021-01-15 10:00:00,1610704800000,2021-01-15 10:00:00,0.0809481
2021-01-15 11:00:00,1610708400000,2021-01-15 11:00:00,0.08394645
2021-01-15 12:00:00,1610712000000,2021-01-15 12:00:00,0.08587898
2021-01-15 13:00:00,1610715600000,2021-01-15 13:00:00,0.08436047
2021-01-15 14:00:00,1610719200000,2021-01-15 14:00:00,0.09087157
2021-01-15 15:00:00,1610722800000,2021-01-15 15:00:00,0.11020667
2021-01-15 16:00:00,1610726400000,2021-01-15 16:00:00,0.11612165
2021-01-15 17:00:00,1610730000000,2021-01-15 17:00:00,0.09761328
2021-01-15 18:00:00,1610733600000,2021-01-15 18:00:00,0.0874831
2021-01-15 19:00:00,1610737200000,2021-01-15 19:00:00,0.07495045
2021-01-15 20:00:00,1610740800000,2021-01-15 20:00:00,0.0642588
2021-01-15 21:00:00,1610744400000,2021-01-15 21:00:00,0.04813325
2021-01-15 22:00:00,1610748000000,2021-01-15 22:00:00,0.0280845
2021-01-15 23:00:00,1610751600000,2021-01-15 23:00:00,0.01429965
2021-01-16 00:00:00,1610755200000,2021-01-16 00:00:00,0.01
2021-01-16 01:00:00,1610758800000,2021-01-16 01:00:00,0.01
2021-01-16 02:00:00,1610762400000,2021-01-16 02:00:00,0.01
2021-01-16 03:00:00,1610766000000,2021-01-16 03:00:00,0.01305067
2021-01-16 04:00:00,1610769600000,2021-01-16 04:00:00,0.01983875
2021-01-16 05:00:00,1610773200000,2021-01-16 05:00:00,0.02554237
2021-01-16 06:00:00,1610776800000,2021-01-16 06:00:00,0.02387265
2021-01-16 07:00:00,1610780400000,2021-01-16 07:00:00,0.0294259
