timestamp,start_time,close,high,low,open,volume
2024-01-01 00:00:00,1704067200000,42517.4,42610.9,42300.2,42324.8,3038.207
2024-01-01 01:00:00,1704070800000,42661.3,42842.9,42475.1,42517.4,3308.231
2024-01-01 02:00:00,1704074400000,42631.8,42691.9,42550.8,42661.3,1651.447
2024-01-01 03:00:00,1704078000000,42384.1,42641.4,42271.5,42631.8,3499.277
2024-01-01 04:00:00,1704081600000,42446.3,42448.0,42250.5,42384.1,1800.157
2024-01-01 05:00:00,1704085200000,42280.9,42450.0,42211.2,42446.3,1749.233
2024-01-01 06:00:00,1704088800000,42431.7,42467.8,42248.5,42280.9,1117.49
2024-01-01 07:00:00,1704092400000,42531.7,42533.0,42431.6,42431.7,1373.99
2024-01-01 08:00:00,1704096000000,42596.1,42599.6,42492.7,42531.7,1274.532
2024-01-01 09:00:00,1704099600000,42696.9,42739.8,42574.1,42596.1,2249.746
2024-01-01 10:00:00,1704103200000,42731.4,42796.1,42656.9,42696.9,2127.375
2024-01-01 11:00:00,1704106800000,42735.1,42809.6,42645.6,42731.4,1903.864
2024-01-01 12:00:00,1704110400000,42690.6,42820.0,42657.1,42735.1,2067.997
2024-01-01 13:00:00,1704114000000,42760.3,42787.5,42651.1,42690.6,1117.358
2024-01-01 14:00:00,1704117600000,42651.0,42760.3,42605.4,42760.3,1814.759
2024-01-01 15:00:00,1704121200000,42825.1,42890.0,42617.6,42651.0,2622.198
2024-01-01 16:00:00,1704124800000,42774.3,42909.1,42707.1,42825.1,1950.463
2024-01-01 17:00:00,1704128400000,42852.4,42868.0,42750.0,42774.3,1114.03
2024-01-01 18:00:00,1704132000000,43153.8,43279.0,42852.3,42852.4,7712.586
2024-01-01 19:00:00,1704135600000,43570.1,43604.0,43140.7,43153.8,6668.097
2024-01-01 20:00:00,1704139200000,43753.4,43909.5,43566.6,43570.1,9272.61
2024-01-01 21:00:00,1704142800000,43677.7,43855.1,43528.5,43753.4,3978.033
2024-01-01 22:00:00,1704146400000,43579.6,43726.4,43421.8,43677.7,3014.063
2024-01-01 23:00:00,1704150000000,44235.5,44284.9,43579.5,43579.6,12697.696
2024-01-02 00:00:00,1704153600000,45187.9,45376.1,44208.7,44235.5,24268.271
2024-01-02 01:00:00,1704157200000,44929.4,45493.6,44744.5,45187.9,11581.241
2024-01-02 02:00:00,1704160800000,45430.1,45440.0,44929.4,44929.4,6549.609
2024-01-02 03:00:00,1704164400000,45434.1,45578.9,45131.1,45430.1,9517.238
2024-01-02 04:00:00,1704168000000,45219.9,45485.2,45201.6,45434.1,4935.6
2024-01-02 05:00:00,1704171600000,45220.0,45368.5,45160.0,45219.9,2833.337
2024-01-02 06:00:00,1704175200000,45203.1,45350.0,45170.0,45220.0,2035.927
2024-01-02 07:00:00,1704178800000,45500.0,45792.8,45203.1,45203.1,9055.449
2024-01-02 08:00:00,1704182400000,45817.9,45927.0,45372.7,45500.0,11023.565
2024-01-02 09:00:00,1704186000000,45731.6,45946.5,45683.8,45817.9,5245.819
2024-01-02 10:00:00,1704189600000,45658.7,45774.2,45500.0,45731.6,5303.585
2024-01-02 11:00:00,1704193200000,45495.9,45772.0,45242.3,45658.7,6793.223
2024-01-02 12:00:00,1704196800000,45365.3,45669.9,45326.7,45495.9,5606.18
2024-01-02 13:00:00,1704200400000,45699.6,45770.0,45333.2,45365.3,5280.287
2024-01-02 14:00:00,1704204000000,45301.3,45864.3,45039.1,45699.6,13280.197
2024-01-02 15:00:00,1704207600000,45230.3,45369.9,44868.2,45301.3,11672.408
2024-01-02 16:00:00,1704211200000,45408.8,45455.0,44935.8,45230.3,7851.995
2024-01-02 17:00:00,1704214800000,45014.4,45428.5,44981.0,45408.8,4812.876
2024-01-02 18:00:00,1704218400000,45202.6,45320.5,44990.6,45014.4,4516.388
2024-01-02 19:00:00,1704222000000,45088.6,45297.2,44795.7,45202.6,6189.442
2024-01-02 20:00:00,1704225600000,44823.8,45227.4,44763.1,45088.6,5715.518
2024-01-02 21:00:00,1704229200000,45177.6,45177.7,44633.0,44823.8,8366.57
2024-01-02 22:00:00,1704232800000,45024.9,45369.9,44879.0,45177.6,5272.773
2024-01-02 23:00:00,1704236400000,44989.0,45099.3,44831.8,45024.9,2822.585
2024-01-03 00:00:00,1704240000000,45183.1,45255.0,44909.8,44989.0,3602.603
2024-01-03 01:00:00,1704243600000,45367.7,45390.7,45137.2,45183.1,2759.04
2024-01-03 02:00:00,1704247200000,45323.0,45476.0,45258.7,45367.7,2404.027
2024-01-03 03:00:00,1704250800000,45309.2,45359.7,45201.3,45323.0,1436.861
2024-01-03 04:00:00,1704254400000,45226.4,45320.1,45154.3,45309.2,1280.242
2024-01-03 05:00:00,1704258000000,45206.1,45336.4,45158.7,45226.4,1593.278
2024-01-03 06:00:00,1704261600000,45366.0,45414.0,45195.0,45206.1,2357.874
2024-01-03 07:00:00,1704265200000,45044.0,45426.3,44971.0,45366.0,4504.15
2024-01-03 08:00:00,1704268800000,45231.7,45236.1,45036.6,45044.0,3291.135
2024-01-03 09:00:00,1704272400000,45383.0,45567.8,45212.5,45231.7,5578.414
2024-01-03 10:00:00,1704276000000,45186.0,45431.0,45079.0,45383.0,4024.037
2024-01-03 11:00:00,1704279600000,43736.2,45211.0,43434.7,45186.0,42463.983
2024-01-03 12:00:00,1704283200000,42797.1,43749.9,40210.0,43736.2,117274.089
2024-01-03 13:00:00,1704286800000,42559.5,42828.0,42316.1,42797.1,14333.067
2024-01-03 14:00:00,1704290400000,42205.9,42565.5,42051.4,42559.5,10923.607
2024-01-03 15:00:00,1704294000000,43011.3,43077.9,42196.1,42205.9,14851.06
2024-01-03 16:00:00,1704297600000,43031.9,43615.5,42768.3,43011.3,22601.014
2024-01-03 17:00:00,1704301200000,42929.2,43080.0,42512.0,43031.9,9098.126
2024-01-03 18:00:00,1704304800000,42280.3,43098.9,41728.4,42929.2,16108.558
2024-01-03 19:00:00,1704308400000,42616.6,43062.0,42179.6,42280.3,12972.291
2024-01-03 20:00:00,1704312000000,42748.0,42878.4,42535.2,42616.6,4854.342
2024-01-03 21:00:00,1704315600000,42954.5,42995.0,42604.0,42748.0,4423.524
2024-01-03 22:00:00,1704319200000,42783.8,42975.4,42621.7,42954.5,3304.367
2024-01-03 23:00:00,1704322800000,42871.9,42876.9,42606.9,42783.8,2177.864
2024-01-04 00:00:00,1704326400000,42901.9,43019.0,42779.4,42871.9,3137.349
2024-01-04 01:00:00,1704330000000,42731.0,42959.4,42637.0,42901.9,3308.845
2024-01-04 02:00:00,1704333600000,43173.7,43270.0,42710.1,42731.0,4445.951
2024-01-04 03:00:00,1704337200000,43141.4,43247.7,43031.5,43173.7,2873.57
2024-01-04 04:00:00,1704340800000,43188.5,43247.6,43000.0,43141.4,2311.476
2024-01-04 05:00:00,1704344400000,43214.4,43317.1,43100.2,43188.5,2348.459
2024-01-04 06:00:00,1704348000000,43185.6,43257.1,43111.0,43214.4,2119.909
2024-01-04 07:00:00,1704351600000,42795.3,43299.1,42773.0,43185.6,9475.043
2024-01-04 08:00:00,1704355200000,42878.9,42999.8,42750.0,42795.3,4101.862
2024-01-04 09:00:00,1704358800000,43038.9,43121.0,42878.8,42878.9,2733.749
