timestamp,start_time,close,high,low,open,volume
2021-01-01 00:00:00,1609459200000,28990.0,29026.0,28703.5,28921.5,917.494
2021-01-01 01:00:00,1609462800000,29411.0,29505.5,28956.5,28990.0,1927.83
2021-01-01 02:00:00,1609466400000,29218.0,29462.0,29150.0,29411.0,931.537
2021-01-01 03:00:00,1609470000000,29303.0,29358.5,29171.5,29218.0,440.535
2021-01-01 04:00:00,1609473600000,29229.5,29397.5,29078.0,29303.0,711.549
2021-01-01 05:00:00,1609477200000,29204.5,29232.0,29120.5,29229.5,313.622
2021-01-01 06:00:00,1609480800000,29175.5,29276.5,29123.0,29204.5,237.292
2021-01-01 07:00:00,1609484400000,29097.5,29200.0,28847.0,29175.5,652.849
2021-01-01 08:00:00,1609488000000,29045.0,29186.0,28903.0,29097.5,479.384
2021-01-01 09:00:00,1609491600000,29243.5,29312.0,29021.5,29045.0,539.991
2021-01-01 10:00:00,1609495200000,29270.5,29383.5,29219.0,29243.5,555.235
2021-01-01 11:00:00,1609498800000,29343.5,29453.5,29270.5,29270.5,402.753
2021-01-01 12:00:00,1609502400000,29276.0,29673.5,29199.0,29343.5,1495.5
2021-01-01 13:00:00,1609506000000,29494.5,29502.0,29264.5,29276.0,456.379
2021-01-01 14:00:00,1609509600000,29360.0,29567.5,29311.0,29494.5,452.269
2021-01-01 15:00:00,1609513200000,29226.0,29407.5,29070.0,29360.0,820.595
2021-01-01 16:00:00,1609516800000,29325.0,29374.0,29171.5,29226.0,640.163
2021-01-01 17:00:00,1609520400000,29087.5,29353.0,28962.0,29325.0,1217.397
2021-01-01 18:00:00,1609524000000,29074.5,29273.0,28654.0,29087.5,1989.03
2021-01-01 19:00:00,1609527600000,29038.5,29125.0,28968.0,29074.5,909.486
2021-01-01 20:00:00,1609531200000,29230.0,29288.0,28888.5,29038.5,866.992
2021-01-01 21:00:00,1609534800000,29180.0,29292.0,29169.5,29230.0,628.187
2021-01-01 22:00:00,1609538400000,29262.5,29329.0,29129.0,29180.0,924.458
2021-01-01 23:00:00,1609542000000,29325.0,29330.5,29241.0,29262.5,723.885
2021-01-02 00:00:00,1609545600000,29196.5,29333.0,28967.5,29325.0,927.032
2021-01-02 01:00:00,1609549200000,29384.0,29410.0,29125.5,29196.5,669.985
2021-01-02 02:00:00,1609552800000,29332.0,29468.0,29332.0,29384.0,644.619
2021-01-02 03:00:00,1609556400000,29357.5,29379.0,29279.5,29332.0,351.467
2021-01-02 04:00:00,1609560000000,29343.0,29389.5,29244.0,29357.5,671.057
2021-01-02 05:00:00,1609563600000,29615.5,29615.5,29343.0,29343.0,1125.074
2021-01-02 06:00:00,1609567200000,29734.5,29789.0,29495.0,29615.5,1226.608
2021-01-02 07:00:00,1609570800000,29777.0,29849.0,29663.5,29734.5,857.722
2021-01-02 08:00:00,1609574400000,29866.5,29877.0,29677.5,29777.0,931.603
2021-01-02 09:00:00,1609578000000,29647.0,29930.0,29607.5,29866.5,1008.201
2021-01-02 10:00:00,1609581600000,29701.5,29841.5,29510.0,29647.0,812.922
2021-01-02 11:00:00,1609585200000,29782.5,29800.0,29662.5,29701.5,259.279
2021-01-02 12:00:00,1609588800000,30644.5,30934.0,29771.0,29782.5,5091.224
2021-01-02 13:00:00,1609592400000,31610.0,31610.0,30572.5,30644.5,4226.395
2021-01-02 14:00:00,1609596000000,31345.0,31630.0,31144.5,31610.0,1944.077
2021-01-02 15:00:00,1609599600000,31729.0,31850.0,31284.0,31345.0,1533.609
2021-01-02 16:00:00,1609603200000,32554.5,33104.0,31728.5,31729.0,6423.596
2021-01-02 17:00:00,1609606800000,32912.5,32987.5,32458.5,32554.5,1293.036
2021-01-02 18:00:00,1609610400000,33080.5,33450.0,32513.0,32912.5,1767.025
2021-01-02 19:00:00,1609614000000,33105.0,33315.0,32776.0,33080.5,1207.224
2021-01-02 20:00:00,1609617600000,30906.0,33141.5,30834.0,33105.0,5121.414
2021-01-02 21:00:00,1609621200000,31736.0,31963.5,30610.0,30906.0,6109.979
2021-01-02 22:00:00,1609624800000,32207.5,32330.5,31500.0,31736.0,1863.392
2021-01-02 23:00:00,1609628400000,32230.0,32271.0,31689.5,32207.5,1412.163
2021-01-03 00:00:00,1609632000000,32491.5,32537.0,32016.5,32230.0,1022.165
2021-01-03 01:00:00,1609635600000,32620.5,32819.0,32279.0,32491.5,965.684
2021-01-03 02:00:00,1609639200000,32777.0,32935.0,32612.0,32620.5,1067.178
2021-01-03 03:00:00,1609642800000,32638.5,32788.5,32501.0,32777.0,839.089
2021-01-03 04:00:00,1609646400000,33266.0,33320.0,32501.0,32638.5,999.043
2021-01-03 05:00:00,1609650000000,33803.5,34223.0,33180.0,33266.0,3330.05
2021-01-03 06:00:00,1609653600000,34020.0,34160.0,33722.5,33803.5,1059.862
2021-01-03 07:00:00,1609657200000,34494.5,34820.0,33821.5,34020.0,2555.95
2021-01-03 08:00:00,1609660800000,34429.5,34720.5,33839.5,34494.5,1570.593
2021-01-03 09:00:00,1609664400000,34255.5,34636.0,33893.0,34429.5,1461.107
2021-01-03 10:00:00,1609668000000,33940.5,34411.0,33545.5,34255.5,2386.101
2021-01-03 11:00:00,1609671600000,34478.5,34500.5,33852.0,33940.5,1069.243
2021-01-03 12:00:00,1609675200000,34149.0,34650.0,33970.5,34478.5,1638.536
2021-01-03 13:00:00,1609678800000,33923.5,34420.0,33856.5,34149.0,1869.316
